,Bid_time,Price_strike,Mid_price,Underlying_mid_price,Mid_IV,Delta
0,44401266000000,307.5,13.7,316.69,0.2312359319097911,0.6824408694110495
1,44401868000000,312.5,10.55,316.695,0.2286924947296897,0.592893760724511
2,44402209000000,312.5,10.5,316.685,0.22745025532010862,0.5930656495882758
3,44402262000000,307.5,13.7,316.685,0.23134061862438093,0.6822908055429622
4,44402551000000,312.5,10.55,316.69,0.22877604022364376,0.592777035861225
5,44403270000000,312.5,10.525,316.685,0.22815495322369628,0.5928622750463575
6,44403608000000,310.92105263157896,11.523684210526318,316.67500000000007,0.23062074858661014,0.621233814493749
7,44403732000000,312.5,10.525,316.68,0.2282384952993609,0.5927452605605232
8,44405033000000,312.5,10.55,316.68,0.22894306818260832,0.5925438408485029
9,44405751000000,307.5,13.7,316.68,0.23144526310464258,0.6821408775396165
10,44405833000000,312.5,10.525,316.68,0.2282384952993609,0.5927452605605232
11,44407634000000,310.0,12.100000000000001,316.68,0.2311042576443269,0.6379266947731388
12,44407811000000,312.5,10.5,316.67,0.22770093477024306,0.5927134754021957
13,44412185000000,310.0,12.075,316.625,0.23139756107427537,0.6368154373125989
14,44412315000000,307.5,13.649999999999999,316.625,0.23106193138105724,0.6814527122828373
15,44413347000000,310.0,12.075,316.62,0.23149038189327675,0.6366841511617594
16,44415948000000,307.5,13.625,316.575,0.2313390848202062,0.6804347588056814
17,44416125000000,312.5,10.45,316.575,0.22787621105706196,0.5908918263099139
18,44419982000000,307.5,13.625,316.55,0.2318593736526718,0.679690232675334
19,44423320000000,310.0,12.025,316.55,0.23133089517829006,0.6355140824938488
20,44426504000000,312.5,10.45,316.56,0.22812573447182186,0.5905425198741376
21,44432261000000,310.0,12.05,316.58,0.23150358616815933,0.6359683625685619
22,44432262000000,312.5,10.45,316.58,0.2277929949468214,0.5910084313324404
23,44432967000000,312.5,10.45,316.5850000000001,0.2277097579739029,0.5911251213190027
24,44438852000000,309.5,12.34,316.5850000000001,0.23089112549980942,0.6453898322559048
25,44438977000000,307.5,13.3125,316.5850000000001,0.2215203088893228,0.6869757084196237
26,44441425000000,312.5,10.45,316.55,0.22829197957753702,0.5903100716328602
27,44452530000000,312.5,10.483333333333333,316.645,0.22764867161708188,0.5922621807774142
28,44452532000000,309.72222222222223,12.261111111111111,316.66,0.23119439771030337,0.642554993197475
29,44452610000000,312.5,10.5,316.67,0.22770093477024306,0.5927134754021957
30,44466028000000,307.5,13.675,316.675,0.23078288548853484,0.6824728313723938
31,44476596000000,307.5,13.649999999999999,316.615,0.23127072890988432,0.6811532786973551
32,44476695000000,307.5,13.625,316.615,0.23050445588159935,0.6816330079184141
33,44476847000000,312.5,10.475000000000001,316.615,0.2279142258942353,0.5916271635137527
34,44477386000000,307.5,13.649999999999999,316.615,0.23127072890988432,0.6811532786973551
35,44483029000000,307.5,13.625,316.61,0.23060893136756627,0.6814827518048183
36,44485337000000,307.5,13.633333333333333,316.585,0.23138587860423418,0.6805746988053585
37,44486121000000,312.5,10.45,316.585,0.22770975797390527,0.5911251213174928
38,44487224000000,312.5,10.45,316.565,0.22804258079360507,0.5906588706957372
39,44488831000000,307.5,13.600000000000001,316.57,0.23067772044552243,0.6807620831534855
40,44499785000000,307.5,13.65,316.555,0.23252001856026308,0.6793679613264381
41,44499853000000,312.5,10.45,316.565,0.22804258079360507,0.5906588706957372
42,44500212000000,307.5,13.625,316.5850000000001,0.23113067862393888,0.680733509229281
43,44505149000000,312.5,10.45,316.5850000000001,0.2277097579739029,0.5911251213190027
44,44508231000000,307.5,13.649999999999999,316.61,0.2313750648533872,0.6810037647071887
45,44508244000000,307.5,13.649999999999999,316.61,0.2313750648533872,0.6810037647071887
46,44508427000000,312.5,10.475,316.61,0.2279975505350196,0.5915104221699607
47,44510113000000,307.5,13.649999999999999,316.625,0.23106193138105724,0.6814527122828373
48,44510844000000,307.5,13.8125,316.64,0.23572206482917069,0.6788432187383009
49,44514019000000,312.5,10.45,316.5900000000001,0.227626500112224,0.5912418963813337
50,44514451000000,307.5,13.600000000000001,316.5850000000001,0.23036475773019707,0.6812122272020105
51,44515195000000,307.5,13.625,316.58,0.23123490255638934,0.6805840666400442
52,44515254000000,307.5,13.600000000000001,316.575,0.23057344148588158,0.6809119952760234
53,44528491000000,312.5,10.5,316.65,0.22803487840937148,0.5922451099436898
