,Bid_time,Price_strike,Mid_price,Underlying_mid_price,Mid_IV,Delta
0,52500258000000,310.0,12.5875,317.36,0.23256600762006022,0.6491677467987955
1,52500259000000,309.64285714285717,12.653571428571427,317.36000000000007,0.2278779026846297,0.658037001176659
2,52500260000000,310.35714285714283,12.178571428571429,317.36000000000007,0.22708086629262275,0.6454854912350427
3,52500261000000,310.5,12.127499999999998,317.35999999999996,0.22817553479197822,0.6423319274217576
4,52500269000000,310.0,12.4375,317.36,0.22814425421191575,0.6514396795795463
5,52500461000000,310.0,12.50625,317.36000000000007,0.23017219263496624,0.6503864139947524
6,52500463000000,310.0,12.424999999999999,317.36000000000007,0.22777529605542926,0.6516334051857697
7,52500469000000,310.0,12.424999999999999,317.36000000000007,0.22777529605542926,0.6516334051857697
8,52501101000000,310.8333333333333,11.875,317.335,0.22725069075080037,0.6362147325923218
9,52501103000000,307.5,14.024999999999999,317.335,0.22754073578823347,0.6957239947299243
10,52501109000000,310.0,12.425,317.335,0.22825578293563703,0.650938948210289
11,52501127000000,310.0,12.4125,317.335,0.2278869900379174,0.6511317643564496
12,52501138000000,312.5,10.774999999999999,317.335,0.22420474263972728,0.6062593256182858
13,52501174000000,312.5,9.875,317.335,0.19857540806906004,0.6165760961904354
14,52501201000000,310.0,12.156249999999998,317.335,0.22030966193586224,0.6552415135436362
15,52501207000000,312.5,10.774999999999999,317.335,0.22420474263972728,0.6062593256182858
16,52501216000000,310.22727272727275,12.259090909090908,317.335,0.2275489859023888,0.6471733363600407
17,52501221000000,310.0,12.3875,317.335,0.22714917947334223,0.6515194671631974
18,52501269000000,307.5,14.024999999999999,317.335,0.22754073578823347,0.6957239947299243
19,52501296000000,310.0,12.424999999999999,317.335,0.22825578293563697,0.650938948210289
20,52501298000000,310.0,12.4,317.335,0.22751812235018978,0.6513252695082627
21,52501314000000,309.1666666666667,12.941666666666665,317.335,0.227906801203467,0.6661344523227974
22,52501339000000,310.0,12.3875,317.335,0.22714917947334223,0.6515194671631974
23,52501359000000,307.5,14.05,317.335,0.22832036545425213,0.6951904914946461
24,52501862000000,312.5,10.75,317.335,0.22349529263386653,0.6065096015355209
25,52501997000000,307.5,14.0,317.335,0.22676049485275035,0.6962614388594801
26,52502011000000,307.5,14.025,317.335,0.22754073578823353,0.6957239947298355
27,52502235000000,310.0,12.399999999999999,317.345,0.22732583424305647,0.6516039827008768
28,52502292000000,312.5,10.775,317.345,0.22403266602536864,0.6065072942040395
29,52502295000000,307.5,14.975,317.345,0.2565879066166181,0.6781386768166975
30,52502297000000,307.5,14.05,317.345,0.22810355766967266,0.6955060275400271
31,52502350000000,312.5,10.8,317.345,0.22474209272679108,0.6062578201996516
32,52502379000000,312.5,10.775,317.345,0.22403266602536864,0.6065072942040395
33,52502464000000,309.8333333333333,12.516666666666667,317.3400000000001,0.22777513238536715,0.654299539662162
34,52502465000000,310.35714285714283,12.173214285714286,317.3400000000001,0.2273022278937429,0.6450165229040294
35,52502519000000,312.5,10.775,317.3400000000001,0.2241187161930408,0.6063832624343846
36,52502537000000,312.5,10.775,317.3400000000001,0.2241187161930408,0.6063832624343846
37,52502648000000,312.5,10.775,317.3400000000001,0.2241187161930408,0.6063832624343846
38,52503320000000,310.625,11.978125,317.32,0.22681181474576023,0.6399871379588973
39,52503321000000,310.0,12.378846153846155,317.31999999999994,0.22718214200874295,0.6512354977671997
40,52503323000000,310.0,12.38125,317.325,0.22715698014809638,0.6513376185595554
41,52503328000000,310.0,12.375,317.325,0.22697250990488216,0.6514348294037298
42,52503371000000,310.0,12.412499999999998,317.325,0.22807904978840562,0.6508541615259489
43,52503377000000,310.0,12.375,317.325,0.22697250990488216,0.6514348294037298
44,52503385000000,310.0,12.375,317.325,0.22697250990488216,0.6514348294037298
45,52503549000000,310.0,12.375,317.325,0.22697250990488216,0.6514348294037298
46,52503838000000,307.5,14.024999999999999,317.3300000000001,0.22764923549053845,0.6955656289385992
47,52504002000000,312.5,10.8,317.3300000000001,0.22500002131093527,0.6058875464886704
48,52504286000000,307.5,14.0,317.3300000000001,0.22686916381153086,0.6961022420164831
49,52505030000000,312.5,10.775,317.325,0.2243767244969619,0.6060117363126949
50,52505259000000,310.0,12.375,317.325,0.22697250990488216,0.6514348294037298
51,52505297000000,307.5,14.0,317.325,0.22697778427694132,0.6959431978130759
52,52505368000000,307.5,14.024999999999999,317.325,0.22775768711250613,0.6954074142328182
53,52505888000000,309.1666666666667,12.924999999999999,317.325,0.22760659912061784,0.6661343953203058
54,52505986000000,312.5,10.75,317.325,0.22366737547249368,0.6062609817449882
55,52506325000000,307.5,14.025,317.325,0.2277576871125062,0.695407414232907
56,52506668000000,307.5,14.0,317.325,0.22697778427694132,0.6959431978130759
57,52506669000000,307.5,14.024999999999999,317.325,0.22775768711250613,0.6954074142328182
58,52507519000000,307.5,14.025,317.325,0.2277576871125062,0.695407414232907
59,52507773000000,312.5,10.774999999999999,317.325,0.2243767244969618,0.6060117363127837
60,52507789000000,307.5,14.024999999999999,317.325,0.22775768711250613,0.6954074142328182
61,52507849000000,310.0,12.425,317.35,0.22796758985795362,0.6513552712413606
62,52507851000000,310.8333333333333,11.874999999999998,317.34999999999997,0.22697309267204613,0.6366153736919067
63,52507852000000,309.1666666666667,12.958333333333334,317.34999999999997,0.228107045602119,0.6662795233304486
64,52507860000000,310.8333333333333,11.866666666666667,317.34999999999997,0.22673071240924977,0.636729290242144
65,52507883000000,307.5,14.149999999999999,317.35,0.2311095989301782,0.6935588982607044
66,52507914000000,307.5,14.049999999999999,317.34999999999997,0.2279950819060049,0.6956640210192155
67,52507925000000,311.25,11.612499999999999,317.34999999999997,0.22670630688192714,0.6290323022932753
68,52507956000000,310.5,12.110000000000001,317.35,0.22785162336978163,0.6423117020441182
69,52507976000000,307.5,14.05,317.35,0.2279950819060038,0.6956640210182385
70,52507983000000,307.5,14.05,317.35,0.2279950819060038,0.6956640210182385
71,52507989000000,312.5,10.774999999999999,317.35,0.22394659210491327,0.6066314210647406
72,52507991000000,312.5,10.8,317.35,0.2246560693280225,0.6063814332751605
73,52508028000000,310.8333333333333,11.841666666666667,317.34999999999997,0.22600341668049032,0.6370726751216083
74,52508051000000,312.5,9.675,317.35,0.19258456336956378,0.6197475911712047
75,52508061000000,307.5,14.05,317.35,0.2279950819060038,0.6956640210182385
76,52508070000000,312.5,11.068749999999998,317.355,0.2321898384262734,0.6039240622162545
77,52508071000000,311.6666666666667,11.345833333333331,317.355,0.22614001939804315,0.6216057875186642
78,52508072000000,312.5,10.816666666666668,317.355,0.22504297166921003,0.6063391547439956
79,52508117000000,309.1666666666667,12.966666666666669,317.34999999999997,0.228357086599101,0.6661346152483816
80,52508120000000,312.5,10.8,317.35,0.2246560693280225,0.6063814332751605
81,52508124000000,312.5,10.8,317.35,0.2246560693280225,0.6063814332751605
82,52508158000000,312.5,10.825,317.35,0.2253654225730603,0.6061332673090725
83,52508185000000,312.5,10.8,317.35,0.2246560693280225,0.6063814332751605
84,52509783000000,312.5,10.8,317.35,0.2246560693280225,0.6063814332751605
85,52509807000000,312.5,10.3375,317.35,0.21150927276421352,0.6113208037081819
86,52509995000000,312.5,10.8,317.35,0.2246560693280225,0.6063814332751605
87,52510568000000,312.5,10.816666666666668,317.35,0.22512898518988222,0.6062157879556551
88,52511385000000,307.5,14.175,317.35,0.2318867578459294,0.6930421073922943
89,52511904000000,307.5,14.05,317.35,0.2279950819060038,0.6956640210182385
90,52511905000000,310.0,12.425,317.35,0.22796758985795362,0.6513552712413606
91,52511939000000,307.5,14.05,317.35,0.2279950819060038,0.6956640210182385
92,52512019000000,312.5,10.8,317.35,0.2246560693280225,0.6063814332751605
93,52512124000000,312.5,10.8,317.35,0.2246560693280225,0.6063814332751605
94,52512165000000,312.5,10.8,317.365,0.22439785707772603,0.6067528399027466
95,52512166000000,312.5,10.8,317.365,0.22439785707772603,0.6067528399027466
96,52512167000000,312.5,10.8,317.365,0.22439785707772603,0.6067528399027466
97,52512194000000,312.5,10.805555555555555,317.365,0.2245555354839883,0.6066971932254361
98,52512215000000,307.5,14.05,317.365,0.22766936603768922,0.6961389066741042
99,52512222000000,312.5,10.8,317.365,0.22439785707772603,0.6067528399027466
100,52512232000000,307.5,14.05,317.365,0.22766936603768922,0.6961389066741042
101,52512233000000,312.5,10.816666666666668,317.365,0.22487087379639534,0.6065861708011155
102,52512251000000,312.5,10.8,317.365,0.22439785707772603,0.6067528399027466
103,52512259000000,312.5,10.8,317.365,0.22439785707772603,0.6067528399027466
104,52512267000000,312.5,10.8,317.365,0.22439785707772603,0.6067528399027466
105,52512274000000,310.0,12.425,317.365,0.22767909947353188,0.6517726483037833
106,52512447000000,307.5,14.05,317.365,0.22766936603768922,0.6961389066741042
107,52512466000000,312.5,10.8,317.365,0.22439785707772603,0.6067528399027466
