,Bid_time,Price_strike,Mid_price,Underlying_mid_price,Mid_IV,Delta
0,37200027000000,311.25,9.5,313.01,0.23905205234401647,0.5462586951675341
1,37200028000000,312.5,8.795454545454545,313.0,0.23723841042811356,0.5229610295280906
2,37200029000000,312.5,8.783333333333333,313.0,0.23690158708285436,0.522954885692517
3,37200030000000,312.5,9.975,313.0,0.27001724000291233,0.5237166647011904
4,37200032000000,312.5,8.8,313.0,0.23736471925985844,0.5229633431384606
5,37200038000000,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322
6,37200050000000,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322
7,37200056000000,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322
8,37200065000000,312.5,8.825,313.015,0.23784137548777257,0.5232501056844363
9,37200080000000,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322
10,37200081000000,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322
11,37200084000000,312.5,8.3375,313.015,0.2242950456597113,0.5230482660166125
12,37200088000000,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322
13,37200093000000,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322
14,37200100000000,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322
15,37200103000000,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322
16,37200108000000,311.25,9.49375,313.01499999999993,0.23880120408888747,0.5463701783360086
17,37200117000000,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616
18,37200122000000,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616
19,37200133000000,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616
20,37200150000000,311.25,9.268749999999999,313.02,0.23244021309606924,0.5469901292128654
21,37200204000000,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616
22,37200209000000,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616
23,37200255000000,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616
24,37200307000000,311.25,9.2875,313.02,0.23296397446739675,0.5469448058446957
25,37200353000000,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616
26,37200362000000,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616
27,37200410000000,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616
28,37200430000000,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616
29,37200457000000,312.5,7.875,313.02,0.2113710451967467,0.5230288845852638
30,37200464000000,312.5,8.8,313.02,0.2370739774372411,0.5233298661864616
31,37200513000000,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322
32,37200553000000,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322
33,37200569000000,312.5,8.8,313.015,0.23714668171019548,0.5232381517161322
34,37200599000000,312.5,8.8,313.01,0.23721937343017768,0.5231464930920637
35,37200621000000,312.5,8.8,313.01,0.23721937343017768,0.5231464930920637
36,37200639000000,312.5,8.8,313.01,0.23721937343017768,0.5231464930920637
37,37200649000000,312.5,8.8,313.01,0.23721937343017768,0.5231464930920637
38,37200655000000,312.5,8.8,313.01,0.23721937343017768,0.5231464930920637
39,37200672000000,312.5,8.6375,313.01,0.23270388135741604,0.5230709466788497
40,37200687000000,312.5,8.8,313.01,0.23721937343017768,0.5231464930920637
41,37200722000000,312.5,8.8,313.01,0.23721937343017768,0.5231464930920637
